formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C13H20O2	[M - H2O + H]+	C13H19O+	Terpenoids	0.929	Sesquiterpenoids	0.901	Bisabolane sesquiterpenoids	0.880	Benzenoids	0.762	Benzene and substituted derivatives	0.693					Benzene and substituted derivatives	0.693	Organic compounds; Alcohols and polyols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	191.143	376	6.265	845630577034332927	845630490774275746	845630490770081441	114	
1	C15H23ClN2O3	[M + K]+	C15H23ClKN2O3+	Alkaloids	0.243	Ornithine alkaloids	0.125	Tropane alkaloids	0.020	Organic acids and derivatives	0.851	Carboxylic acids and derivatives	0.847	Amino acids, peptides, and analogues	0.649	Amino acids and derivatives	0.649	Amino acids and derivatives	0.649	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aryl halides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	353.102	376	6.271	845630602770585135	845630490736527006	845630490736527005	113	
2	C11H16O	[M + H]+	C11H17O+	Terpenoids	0.988	Monoterpenoids	0.654	Apocarotenoids(ε-)	0.150	Lipids and lipid-like molecules	0.590	Prenol lipids	0.685					Prenol lipids	0.685	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	165.127	378	6.304	845630579504778350	845630490812024486	845630490807830181	115	
1	C14H22O2	[M - H2O + H]+	C14H21O+	Terpenoids	0.965	Sesquiterpenoids	0.910	Caryophyllane sesquiterpenoids	0.413	Lipids and lipid-like molecules	0.649	Prenol lipids	0.582					Prenol lipids	0.582	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	205.159	386	6.439	845630580805012836	845630490879133358	845630490879133357	117	
1	C18H30O5	[M + H3N + H]+	C18H34NO5+	Polyketides	0.548	Macrolides	0.436	Erythromycins	0.255	Organic acids and derivatives	0.961	Carboxylic acids and derivatives	0.944	Dicarboxylic acids and derivatives	0.542			Dicarboxylic acids and derivatives	0.542	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	344.243	388	6.463	845630584797990595	845630490921076402	845630490916882097	118	
1	C24H32O7	[M - H2O + H]+	C24H31O6+	Shikimates and Phenylpropanoids	0.599	Lignans	0.877	Dibenzylbutane lignans	0.301	Benzenoids	0.827	Phenol ethers	0.602					Phenol ethers	0.602	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	415.212	388	6.475	845630579102125126	845630490996573882	845630490992379577	120	
2	C26H34O6	[M + H3N + H]+	C26H38NO6+	Shikimates and Phenylpropanoids	0.772	Lignans	0.395	Dibenzylbutane lignans	0.079	Benzenoids	0.863							Benzenoids	0.863	Organic compounds; Organoheterocyclic compounds; Ethers; Organooxygen compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	460.269	388	6.475	845630591580180777	845630491143374538	845630491143374537	124	
1	C24H30O6	[M + H3N + H]+	C24H34NO6+	Shikimates and Phenylpropanoids	0.522	Lignans	0.184	Azaphilones	0.042	Benzenoids	0.850	Phenol ethers	0.508					Phenol ethers	0.508	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	432.238	389	6.479	845630605392025407	845630491034322622	845630491034322621	121	
2	C21H28N2O7S	[M + H]+	C21H29N2O7S+	Amino acids and Peptides	0.872	β-lactams	0.571	Cephalosporins	0.058	Organic acids and derivatives	0.977	Carboxylic acids and derivatives	0.883	Amino acids, peptides, and analogues	0.505	Amino acids and derivatives	0.505	Amino acids and derivatives	0.505	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	453.167	389	6.479	845630630574627484	845630491105625798	845630491105625797	123	
1	C18H39NO2	[M + H]+	C18H40NO2+	Fatty acids	0.915	Spingolipids	0.556	Sphingoid bases	0.920	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	1.000	Alkanolamines	0.991	1,2-aminoalcohols	0.991	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	302.305	390	6.505	845630595199865591	845630491185317582	845630491185317581	125	
3	C12H15N2O3	[M + H3N + H]+	C12H19N3O3+	Amino acids and Peptides	0.879	Small peptides	0.564	Dipeptides	0.426	Benzenoids	0.525	Benzene and substituted derivatives	0.626					Benzene and substituted derivatives	0.626	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	253.141	392	6.540	845630607841499277	845630491239843538	845630491235649233	126	
3	C16H30O3	[M + H3N + H]+	C16H34NO3+	Fatty acids	0.550	Fatty acyls	0.255	Fatty alcohols	0.366	Lipids and lipid-like molecules	0.841	Fatty Acyls	0.665					Fatty Acyls	0.665	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	288.253	399	6.654	845630586530238313	845630491311146714	845630491311146713	128	
2	C19H38O2	[M + H3N + H]+	C19H42NO2+	Fatty acids	0.832	Fatty acyls	0.587	Fatty alcohols	0.695	Lipids and lipid-like molecules	0.900	Fatty Acyls	0.674					Fatty Acyls	0.674	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	316.321	404	6.735	845630578334567381	845630491348895454	845630491348895453	129	
2	C12H20O	[M + H]+	C12H21O+	Terpenoids	0.956	Sesquiterpenoids	0.684	Acyclic monoterpenoids	0.059	Lipids and lipid-like molecules	0.666	Prenol lipids	0.575					Prenol lipids	0.575	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	181.159	418	6.975	845630592435818930	845630491420198630	845630491420198629	131	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Terpenoids	0.770	Diterpenoids	0.656	Norlabdane diterpenoids	0.068	Lipids and lipid-like molecules	0.878	Prenol lipids	0.617					Prenol lipids	0.617	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	419	6.979	845630599427724476	845630491457947370	845630491457947369	132	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	Fatty acids	0.967	Fatty amides	0.566	N-acyl ethanolamines (endocannabinoids)	0.311	Lipids and lipid-like molecules	0.683	Fatty Acyls	0.621	Fatty amides	0.573			Fatty amides	0.573	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.256	419	6.984	845630590909092101	845630491491501806	845630491491501805	133	
2	C13H16O	[M + H]+	C13H17O+	Terpenoids	0.982	Sesquiterpenoids	0.975	Bisabolane sesquiterpenoids	0.700	Benzenoids	0.830							Benzenoids	0.830	Organic compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	189.127	423	7.044	845630579961957571	845630491529250546	845630491529250545	134	
1	C18H35NO2	[M - H2O + H]+	C18H34NO+	Fatty acids	0.999	Spingolipids	0.973	Sphingoid bases	0.990	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.901	Alkanolamines	0.784	1,2-aminoalcohols	0.752	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.264	428	7.126	845630576665234138	845630491562804982	845630491562804981	135	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	Fatty acids	0.953	Fatty amides	0.339	Sphingoid bases	0.242	Lipids and lipid-like molecules	0.582	Fatty Acyls	0.526					Fatty Acyls	0.526	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.256	428	7.126	845630602737030682	845630491600553722	845630491596359417	136	
1	C20H43NO2	[M + H]+	C20H44NO2+	Fatty acids	0.889	Spingolipids	0.499	Sphingoid bases	0.889	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	1.000	Alkanolamines	0.988	1,2-aminoalcohols	0.988	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330.337	434	7.239	845630578527505409	845630491671856898	845630491671856897	138	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Fatty acids	0.987	Fatty acyls	0.977	Fatty aldehydes	0.586	Lipids and lipid-like molecules	0.572	Fatty Acyls	0.399	Fatty aldehydes	0.573			Fatty aldehydes	0.573	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	435	7.252	845630580360416535	845630491717994246	845630491717994245	139	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	Fatty acids	0.949	Fatty amides	0.322	Sphingoid bases	0.353	Lipids and lipid-like molecules	0.540							Lipids and lipid-like molecules	0.540	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.256	435	7.252	845630601013171539	845630491755742986	845630491751548681	140	
2	C18H36O	[M + H3N + H]+	C18H40NO+	Terpenoids	0.992	Diterpenoids	0.711	Eudesmane sesquiterpenoids	0.048	Lipids and lipid-like molecules	0.893	Prenol lipids	0.739					Prenol lipids	0.739	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	286.310	437	7.277	845630586832228216	845630491789297422	845630491785103117	141	
9	C7H14N2O2S	[M + H]+	C7H15N2O2S+	Amino acids and Peptides	0.609	Histidine alkaloids	0.300	Imidazole alkaloids	0.301	Organic acids and derivatives	0.705	Carboxylic acids and derivatives	0.599					Carboxylic acids and derivatives	0.599	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.086	437	7.287	845630577801890686	845630491831240466	845630491827046161	142	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	Fatty acids	0.995	Fatty Acids and Conjugates	0.895	Unsaturated fatty acids	0.857	Lipids and lipid-like molecules	0.970	Fatty Acyls	0.953	Fatty acids and conjugates	0.949	Long-chain fatty acids	0.892	Long-chain fatty acids	0.892	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	296.258	440	7.331	845630596915336148	845630491915126554	845630491910932249	144	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Fatty acids	0.990	Fatty acyls	0.983	Fatty alcohols	0.512	Lipids and lipid-like molecules	0.607							Lipids and lipid-like molecules	0.607	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	443	7.377	845630585833983772	845630491990624034	845630491990624033	146	
3	C20H39NO3	[M + H3N + H]+	C20H43N2O3+	Fatty acids	0.998	Fatty amides	0.838	N-acyl ethanolamines (endocannabinoids)	0.706	Lipids and lipid-like molecules	0.850	Fatty Acyls	0.865	Fatty amides	0.648			Fatty amides	0.648	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	359.327	443	7.377	845630586534432624	845630492078704426	845630492078704425	148	
6	C13H17N2O3	[M + H3N + H]+	C13H21N3O3+	Amino acids and Peptides	0.966	Small peptides	0.783	Dipeptides	0.440	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.705	Amino acids and derivatives	0.701	Alpha amino acids and derivatives	0.552	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	267.157	444	7.407	845630585821400825	845630492145813298	845630492145813297	150	
2	C14H18O	[M + H]+	C14H19O+	Terpenoids	0.984	Sesquiterpenoids	0.965	Bisabolane sesquiterpenoids	0.256	Benzenoids	0.831							Benzenoids	0.831	Organic compounds; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.143	445	7.410	845630600182699272	845630492112258862	845630492112258861	149	
1	C13H22O2	[M + H]+	C13H23O2+	Fatty acids	0.866	Fatty Acids and Conjugates	0.703	Branched fatty acids	0.377	Lipids and lipid-like molecules	0.762	Fatty Acyls	0.715	Fatty acids and conjugates	0.733	Branched fatty acids	0.627	Branched fatty acids	0.627	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	211.169	448	7.474	845630580477857092	845630492221310778	845630492221310777	152	
1	C18H35NO3	[M + Na]+	C18H35NNaO3+	Fatty acids	0.996	Fatty amides	0.467	Sphingoid bases	0.498	Lipids and lipid-like molecules	0.727	Fatty Acyls	0.746					Fatty Acyls	0.746	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.251	449	7.483	845630586517655367	845630492313585474	845630492309391169	154	
1	C18H35NO2	[M - H2O + H]+	C18H34NO+	Fatty acids	0.999	Fatty amides	0.925	Primary amides	0.731	Lipids and lipid-like molecules	0.706	Fatty Acyls	0.756	Fatty amides	0.526			Fatty amides	0.526	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carbonyl compounds; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.264	449	7.483	845630596911141837	845630492259059518	845630492259059517	153	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.963	Unsaturated fatty acids	0.968	Lipids and lipid-like molecules	0.973	Fatty Acyls	0.971	Fatty acids and conjugates	0.970	Long-chain fatty acids	0.942	Long-chain fatty acids	0.942	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	296.258	450	7.500	845630602594424326	845630492376500038	845630492372305733	155	
1	C13H24O2	[M - H2O + H]+	C13H23O+	Fatty acids	0.839	Fatty Acids and Conjugates	0.574	Fatty alcohols	0.258	Lipids and lipid-like molecules	0.784	Fatty Acyls	0.591					Fatty Acyls	0.591	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.174	451	7.522	845630600694404410	845630492498134862	845630492493940557	157	
3	C15H26ClN3O	[M + H3N + H]+	C15H30ClN4O+	Alkaloids	0.391	Proline alkaloids	0.097	Pyrrole alkaloids	0.097	Organohalogen compounds	0.998	Aryl halides	0.901	Aryl chlorides	0.945			Aryl chlorides	0.945	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl chlorides; Organochlorides; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	317.211	454	7.564	845630604578330386	845630492556855122	845630492556855121	158	
1	C13H24O2	[M - H2O + H]+	C13H23O+	Terpenoids	0.759	Sesquiterpenoids	0.607	Fatty alcohols	0.150	Lipids and lipid-like molecules	0.728							Lipids and lipid-like molecules	0.728	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.174	455	7.591	845630606994249752	845630492615575382	845630492615575381	159	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.957	Unsaturated fatty acids	0.961	Lipids and lipid-like molecules	0.980	Fatty Acyls	0.974	Fatty acids and conjugates	0.964	Long-chain fatty acids	0.936	Long-chain fatty acids	0.936	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	296.258	459	7.643	845630593220153867	845630492678489946	845630492674295641	160	
3	C15H16O3	[M + H3N + H]+	C15H20NO3+	Terpenoids	0.441	Coumarins	0.298	Naphthoquinones	0.136	Benzenoids	0.914							Benzenoids	0.914	Organic compounds; Organoheterocyclic compounds; Ketones; Ethers; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	262.144	459	7.656	845630593194988005	845630492795930466	845630492795930465	162	
1	C13H24O2	[M - H2O + H]+	C13H23O+	Fatty acids	0.661	Sesquiterpenoids	0.421	Fatty alcohols	0.162	Lipids and lipid-like molecules	0.740							Lipids and lipid-like molecules	0.740	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.174	461	7.677	845630581648068053	845630492858845030	845630492854650725	163	
3	C16H30O4	[M + H3N + H]+	C16H34NO4+	Fatty acids	0.449	Sesquiterpenoids	0.354	Fatty alcohols	0.234	Lipids and lipid-like molecules	0.717	Fatty Acyls	0.624					Fatty Acyls	0.624	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	304.248	463	7.714	845630603697526456	845630492976285550	845630492972091245	165	
2	C22H44O2	[M + H3N + H]+	C22H48NO2+	Fatty acids	0.773	Diterpenoids	0.296	Fatty alcohols	0.317	Lipids and lipid-like molecules	0.958	Fatty Acyls	0.806					Fatty Acyls	0.806	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	358.368	473	7.885	845630596030337884	845630493290858370	845630493286664065	170	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Terpenoids	0.872	Diterpenoids	0.689	Farnesane sesquiterpenoids	0.147	Lipids and lipid-like molecules	0.914	Prenol lipids	0.759					Prenol lipids	0.759	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	473	7.885	845630604947429170	845630493039200114	845630493035005809	166	
1	C18H32O2	[M + H3N + H]+	C18H36NO2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.928	Unsaturated fatty acids	0.965	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.983	Lineolic acids and derivatives	0.716			Lineolic acids and derivatives	0.716	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	298.274	473	7.885	845630607300434033	845630493102114678	845630493097920373	167	
2	C16H22O4	[M + Na]+	C16H22NaO4+	Polyketides	0.498	Sesquiterpenoids	0.345	Bisabolane sesquiterpenoids	0.405	Benzenoids	0.726	Benzene and substituted derivatives	0.609					Benzene and substituted derivatives	0.609	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	301.141	473	7.886	845630603252930199	845630493232138110	845630493227943805	169	
1	C18H36O6S	[M - H2O + H]+	C18H35O5S+	Fatty acids	0.998	Fatty esters	0.994	Wax monoesters	0.966	Lipids and lipid-like molecules	0.611	Fatty Acyls	0.621	Fatty acid esters	0.574			Fatty acid esters	0.574	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acid esters; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	363.220	476	7.940	845630610576185862	845630493408298890	845630493408298889	172	
