feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:bk_mapp	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
21																																																																																																																																																									224.07610358945584	0.9695918	0	1003570.94	1069088.5	1052710.6	1224777.0	1003570.94	1069088.5	1052710.6	1417305.6	9		
22																																																																																																																																																									266.1230456748533	0.9806547	0	612340.1	591602.94	589168.3	728156.0	612340.1	591602.94	589168.3	840737.0	9		
23																																																																																																																																																									145.96611636135714	1.0437418	0	351354.28	362999.2	346091.38	342809.22	351354.28	362999.2	346091.38	388497.0	1		
24																																																																																																																																																									224.07610506964247	1.0465031	0	1023817.9	1085244.5	1052710.6	1249477.1	1023817.9	1085244.5	1052710.6	1367495.6	9		
25																																																																																																																																																									151.09656734919852	1.3143787	0	359976.1	401823.66	335389.0	664455.6	359976.1	401823.66	335389.0	0.0	-1		
26																																																																																																																																																									224.076106121775	1.275618	0	965369.3	1002566.75	1030004.0	1103128.0	965369.3	1002566.75	1030004.0	1268645.9	9		
27																																																																																																																																																									266.1230463088994	1.28441	0	555470.6	610976.94	727238.56	664783.25	555470.6	610976.94	727238.56	767839.8	9		
28	sirius	1.0	canopus	canopus	canopus	1.0	C9H16FNO5S	[M - H2O + H]+	C9H15FNO4S+	Amino acids and Peptides	0.514	Small peptides	0.784	Aminoacids	0.606	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.974	Amino acids, peptides, and analogues	0.621	Amino acids and derivatives	0.62	Amino acids and derivatives	0.62	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Organosulfonamides; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	252.071	77.0	1.275	8.4563060322357e+17	8.456304870203734e+17	8.456304870203734e+17																																																																																															1.0	1.0	0.07	0.07	-195.572	0.666	0.333	64.686	C9H16FNO5S	[M - H2O + H]+	C9H15FNO4S+	VCVNFKUQWVZZME	InChI=1S/C9H16FNO5S/c1-3-4-8(12)11-17(14,15)6-9(13)16-5-7(2)10/h7H,3-6H2,1-2H3,(H,11,12)	2-Fluoropropyl 2-(butanoylsulfamoyl)acetate	CCCC(=O)NS(=O)(=O)CC(=O)OCC(C)F	0.6	163848299	PUBCHEM:(163848299)	2.0	252.071	77.0	1.275	8.4563060322357e+17	8.456304870203734e+17	8.456304870203734e+17		252.07099883209835	1.3049704	0	343941.7	379922.62	377992.38	385177.25	343941.7	379922.62	377992.38	442590.03	9		
29	sirius	1.0	canopus	canopus	canopus	1.0	C8H10O2	[M + H3N + H]+	C8H14NO2+	Fatty acids	0.919	Fatty Acids and Conjugates	0.2	Unsaturated fatty acids	0.261	Organic oxygen compounds	1.0	Organooxygen compounds	0.999	Carbonyl compounds	0.886	Ketones	0.512	Ketones	0.512	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	156.102	99.0	1.651	8.456305778354451e+17	8.45630487070705e+17	8.45630487070705e+17																																																																																															1.0	1.0	0.099	0.099	-52.122	1.0	0.333	163.175	C8H10O2	[M + H3N + H]+	C8H14NO2+	FDZCRHSDRBSPBW	InChI=1S/C8H10O2/c1-7(6-9)4-3-5-8(2)10/h3-6H,1-2H3	(2Z,4Z)-2-methyl-6-oxohepta-2,4-dienal	CC(=O)C=CC=C(C)C=O	0.7	96842984;53395415;14443953;10129991;45085514	METACYC:(CPD-18726);CHEBI:(1283);KEGG:(C11480);LotusExpanded;PUBCHEM:(96842984 53395415 14443953 10129991 45085514)	8589936930.0	156.102	99.0	1.651	8.456305778354451e+17	8.45630487070705e+17	8.45630487070705e+17		156.1020779168229	1.6510158	0	702735.0	0.0	0.0	0.0	702735.0	0.0	0.0	0.0	4		
30																																																																																																																																																									266.1230370432346	1.5971537	0	446292.0	350370.2	345596.75	451611.03	446292.0	350370.2	345596.75	543816.8	9		
31	isdb & sirius	1.0	canopus & isdb	canopus	canopus	1.0	C7H8O2	[M + H3N + H]+	C7H12NO2+	Fatty acids	0.876	Fatty Acids and Conjugates	0.613	Unsaturated fatty acids	0.756	Organic acids and derivatives	0.513	Carboxylic acids and derivatives	0.585	Carboxylic acids	0.575			Carboxylic acids	0.575	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.086	104.0	1.727	8.456305767742861e+17	8.456304871881455e+17	8.456304871881455e+17																																															1.0	Shikimates and Phenylpropanoids	0.3333333333333333					1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q5526828	BVJSUAQZOZWCKN-UHFFFAOYSA-N	InChI=1S/C7H8O2/c8-5-6-1-3-7(9)4-2-6/h1-4,8-9H,5H2	OCc1ccc(O)cc1	C7H8O2	pos_1_1proton1ammonium	124.052429496	4-Hydroxybenzyl alcohol	BVJSUAQZOZWCKN	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0	1.0	1.0	0.109	0.246	-48.882	1.0	0.333	81.182	C7H8O2	[M + H3N + H]+	C7H12NO2+	QXHJRNVPNQKMLR	InChI=1S/C7H8O2/c8-7(9)6-4-2-1-3-5-6/h2,4-5H,1,3H2,(H,8,9)	Cyclohexa-1,5-diene-1-carboxylate	C1CC=C(C=C1)C(=O)O	1.4	143020988;18330762;181650	PUBCHEMANNOTATIONBIO:(null);CHEBI:(49262);PUBCHEM:(143020988 18330762 181650);DSSTox:(DTXSID50960483);PUBMED:(null)	137455730786.0	142.086	104.0	1.727	8.456305767742861e+17	8.456304871881455e+17	8.456304871881455e+17		142.0863055277044	1.7267233	0	890606.1	0.0	0.0	0.0	890606.1	0.0	0.0	0.0	1		
32																																																																																																																																																									166.0839352839932	1.7353379	0	777724.0	0.0	0.0	0.0	777724.0	0.0	0.0	0.0	-1		
33	sirius	1.0	canopus	canopus	canopus	1.0	C7H12O2	[M + H3N + H]+	C7H16NO2+	Fatty acids	0.959	Fatty Acids and Conjugates	0.681	Unsaturated fatty acids	0.533	Lipids and lipid-like molecules	0.586							Lipids and lipid-like molecules	0.586	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	146.118	107.0	1.79	8.456305757005441e+17	8.456304873097804e+17	8.456304873097804e+17																																																																																															1.0	1.0	0.167	0.222	-58.099	1.0	0.333	60.929	C7H12O2	[M + H3N + H]+	C7H16NO2+	YVHAIVPPUIZFBA	InChI=1S/C7H12O2/c8-7(9)5-6-3-1-2-4-6/h6H,1-5H2,(H,8,9)	2-cyclopentylacetic acid	C1CCC(C1)CC(=O)O	1.9	6950142;71606	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0381828);NORMAN:(NS00015791);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(167737);SUPERNATURAL:(SN0461231);PUBCHEM:(6950142 71606);DSSTox:(DTXSID30149976)	137526247458.0	146.118	107.0	1.79	8.456305757005441e+17	8.456304873097804e+17	8.456304873097804e+17		146.11759766605346	1.7895083	0	597040.9	0.0	0.0	0.0	597040.9	0.0	0.0	0.0	-1		
34																																																																																																																																																									168.09955825802513	1.7895083	0	556296.0	0.0	0.0	0.0	556296.0	0.0	0.0	0.0	-1		
35																																																																																																																																																									256.1754919494539	1.9908447	0	0.0	0.0	816419.25	497228.3	0.0	0.0	816419.25	0.0	-1		
36	sirius	1.0	canopus	canopus	canopus	1.0	C12H26O6	[M + H3N + H]+	C12H30NO6+	Fatty acids	0.994	Fatty acyls	0.931	Fatty alcohols	0.982	Lipids and lipid-like molecules	0.57							Lipids and lipid-like molecules	0.57	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	284.207	119.0	1.991	8.456305958499828e+17	8.45630487456581e+17	8.45630487456581e+17																																																																																															1.0	1.0	0.046	0.067	-54.434	0.996	0.988	68.731	C12H26O6	[M + H3N + H]+	C12H30NO6+	DMDPGPKXQDIQQG	InChI=1S/C12H26O6/c1-13-3-5-15-7-9-17-11-12-18-10-8-16-6-4-14-2/h3-12H2,1-2H3	2,5,8,11,14,17-Hexaoxaoctadecane	COCCOCCOCCOCCOCCOC	-0.303	70931	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00041929);CHEBI:(44934);PUBCHEM:(70931);DSSTox:(DTXSID80152319)	137455992866.0	284.207	119.0	1.991	8.456305958499828e+17	8.45630487456581e+17	8.45630487456581e+17		284.20675809691227	1.9908447	0	0.0	0.0	1164718.4	908834.25	0.0	0.0	1164718.4	0.0	-1		
37	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	1.0	C9H14O4	[M + H3N + H]+	C9H18NO4+	Fatty acids	0.816	Fatty Acids and Conjugates	0.566	Dicarboxylic acids	0.673	Organic acids and derivatives	0.957	Carboxylic acids and derivatives	0.946	Carboxylic acids	0.751			Carboxylic acids	0.751	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	204.123	120.0	2.004	8.456305785442826e+17	8.456304875027183e+17	8.456304875027183e+17																																															22.0	Fatty acids	0.6666666666666666	Fatty esters	0.6666666666666666	Fatty acyl carnitines	0.6666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q311992	RDHQFKQIGNGIED-MRVPVSSYSA-N	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	C9H17NO4	pos_1_1proton	203.115758024	Acetyl-L-carnitine	RDHQFKQIGNGIED	Fatty acids	Fatty esters	Fatty acyl carnitines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0	1.0	1.0	0.098	0.098	-89.726	0.385	0.308	33.163	C9H14O4	[M + H3N + H]+	C9H18NO4+	GCGCKIUIBPEAQE	InChI=1S/C9H14O4/c10-8(11)5-6-3-1-2-4-7(6)9(12)13/h6-7H,1-5H2,(H,10,11)(H,12,13)	(1R,2R)-2-Carboxycyclohexaneacetic acid	C1CCC(C(C1)CC(=O)O)C(=O)O	1.3	22214633;20846190;156030906;557126;656884;13445075;13445076;11963964	CHEBI:(35078);KEGG:(C14112);PUBCHEM:(22214633 20846190 156030906 557126 656884 13445075 13445076 11963964);DSSTox:(DTXSID60349664);PUBMED:(null)	137438953826.0	204.123	120.0	2.004	8.456305785442826e+17	8.456304875027183e+17	8.456304875027183e+17		204.1231286729868	2.003561	0	785323.06	0.0	0.0	0.0	785323.06	0.0	0.0	0.0	22		
38	gnps & isdb & sirius	1.0	canopus & gnps|isdb	canopus & gnps & isdb	canopus & gnps & isdb	1.0	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	Amino acids and Peptides	0.623	Small peptides	0.367	Primary amides	0.75	Lipids and lipid-like molecules	0.656	Fatty Acyls	0.537					Fatty Acyls	0.537	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	187.144	129.0	2.145	8.456305814257699e+17	8.4563048755305e+17	8.4563048755305e+17		CCMSLIB00010107223	spectra_filtered.mgf	BERKELEY-LAB.mgf	0.779777	624870.0	0.0	10406.1	7.0	1.96793	187.144	1.0	temp/spectra_filtered.mgf38	1.0	azelaic acid CollisionEnergy:102040	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	189.112	0.0	1.0			O=C(O)CCCCCCCC(=O)O	"""InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)"""		3.0	Positive	BERKELEY-LAB	189.112	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C9H16O4	BDJRBEYXGGNYIS-UHFFFAOYSA-N	BDJRBEYXGGNYIS	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010107223	4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27073962	JHPNVNIEXXLNTR-UHFFFAOYSA-N	InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3	C[N+](C)(C)CCCC(=O)[O-]	C7H15NO2	pos_1_1proton1acetonitrile	145.11027872	4-(Trimethylammonio)butanoate	JHPNVNIEXXLNTR	Fatty acids	Fatty esters	Fatty acyl carnitines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0	1.0	1.0	0.119	0.119	-112.342	1.0	0.333	164.025	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	CVEGBBSJQUAHNB	InChI=1S/C9H15NO2/c10-8-6-4-2-1-3-5(6)7(8)9(11)12/h5-8H,1-4,10H2,(H,11,12)	8-Aminobicyclo[4.2.0]octane-7-carboxylic acid	C1CCC2C(C1)C(C2N)C(=O)O	-0.8	101110281;145867367;165891026	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(101110281 145867367 165891026)	67108866.0	187.144	129.0	2.145	8.456305814257699e+17	8.4563048755305e+17	8.4563048755305e+17		187.144070774088	2.1452446	0	3033814.8	0.0	0.0	582655.1	3033814.8	0.0	0.0	0.0	4	38.0	azelaic acid CollisionEnergy:102040
39	sirius	1.0	canopus	canopus	canopus	3.0	C7H9N7	[M + H3N + H]+	C7H13N8+	Alkaloids	0.9	Histidine alkaloids	0.115	Imidazole alkaloids	0.113	Organoheterocyclic compounds	0.991	Azoles	0.774					Azoles	0.774	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	209.126	129.0	2.145	8.456305997884347e+17	8.456304876033816e+17	8.456304875991873e+17																																																																																															1.0	3.0	0.107	0.107	-97.594	0.21	0.282	7.262	C7H9N7	[M + H3N + H]+	C7H13N8+	MZGGKYQMFPBFBB	InChI=1S/C7H9N7/c8-5-3-4-10-14(5)7-2-1-6(11-9)12-13-7/h1-4H,8-9H2,(H,11,12)	3(2H)-Pyridazinone, 6-(5-amino-1H-pyrazol-1-yl)-, hydrazone	C1=CC(=NN=C1NN)N2C(=CC=N2)N	-0.6	3053988	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3053988);DSSTox:(DTXSID50220892)	137506062338.0	209.126	129.0	2.145	8.456305997884347e+17	8.456304876033816e+17	8.456304875991873e+17		209.12616452925576	2.1452446	0	3431233.5	0.0	0.0	479675.38	3431233.5	0.0	0.0	0.0	-1		
40	isdb & sirius	1.0	canopus	canopus	canopus	2.0	C8H10O2	[M + H]+	C8H11O2+	Fatty acids	0.624	Cyclic polyketides	0.467	Unsaturated fatty acids	0.391	Organoheterocyclic compounds	0.649	Lactones	0.581					Lactones	0.581	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	139.075	136.0	2.272	8.456305898353501e+17	8.45630487649519e+17	8.45630487649519e+17																																															-1.0							14.0	0.43313426	ISDB	http://www.wikidata.org/entity/Q27162036	DPZNOMCNRMUKPS-UHFFFAOYSA-N	InChI=1S/C8H10O2/c1-9-7-4-3-5-8(6-7)10-2/h3-6H,1-2H3	COc1cccc(OC)c1	C8H10O2		138.06807956	1,3-Dimethoxybenzene	DPZNOMCNRMUKPS				http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	0.0	8.732537031173706	1.0	1.0	2.0	0.156	0.156	-39.144	0.139	0.5	123.57	C8H10O2	[M + H]+	C8H11O2+	FDZCRHSDRBSPBW	InChI=1S/C8H10O2/c1-7(6-9)4-3-5-8(2)10/h3-6H,1-2H3	(2Z,4Z)-2-methyl-6-oxohepta-2,4-dienal	CC(=O)C=CC=C(C)C=O	0.7	96842984;53395415;14443953;10129991;45085514	METACYC:(CPD-18726);CHEBI:(1283);KEGG:(C11480);LotusExpanded;PUBCHEM:(96842984 53395415 14443953 10129991 45085514)	8589936930.0	139.075	136.0	2.272	8.456305898353501e+17	8.45630487649519e+17	8.45630487649519e+17		139.07545846593962	2.272155	0	2725173.8	0.0	0.0	0.0	2725173.8	0.0	0.0	0.0	-1		
41	gnps & isdb & sirius	1.0	canopus|gnps|isdb	canopus|gnps|isdb	canopus & gnps & isdb	1.0	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.937	Fatty Acids and Conjugates	0.463	Lactones	0.544	Organoheterocyclic compounds	0.498	Lactones	0.518					Lactones	0.518	Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.113	136.0	2.272	8.456305799913178e+17	8.456304877082392e+17	8.456304877040449e+17		CCMSLIB00006678942	spectra_filtered.mgf	MONA.mgf	0.794895	555784.0	0.0	5616.34	6.0	0.983398	174.113	1.0	temp/spectra_filtered.mgf41	1.0	SUBERIC ACID	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037676	M+H	175.096	0.0	1.0			C(CCCC(=O)O)CCC(=O)O	"""InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)"""		3.0	positive	MONA	175.096	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C8H14O4	TYFQFVWCELRYAO-UHFFFAOYSA-N	TYFQFVWCELRYAO	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006678942	4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	7.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27124351	LVRFTAZAXQPQHI-RXMQYKEDSA-N	InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t5-/m1/s1	CC(C)C[C@@H](O)C(=O)O	C6H12O3	pos_1_1proton1acetonitrile	132.078644244	(R)-2-Hydroxy-4-methylpentanoic acid	LVRFTAZAXQPQHI	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0	1.0	1.0	0.013	0.013	-109.28	0.997	0.333	141.558	C8H12O3	[M + H3N + H]+	C8H16NO3+	LDFBJPNPWVPKAQ	InChI=1S/C8H12O3/c1-6(5-9)3-4-8(11)7(2)10/h3,5,8,11H,4H2,1-2H3	5-hydroxy-2-methyl-6-oxohept-2-enal	CC(=CCC(C(=O)C)O)C=O	-0.1	102584112;130143872;131230525;73775425	COCONUT:(CNP0293417);SUPERNATURAL:(SN0202335);PUBCHEM:(102584112 130143872 131230525 73775425)	3145730.0	174.113	136.0	2.272	8.456305799913178e+17	8.456304877082392e+17	8.456304877040449e+17		174.11259983399685	2.2720509	0	4812671.0	0.0	0.0	661600.1	4812671.0	0.0	0.0	0.0	4	41.0	SUBERIC ACID
